source,activityid,facultyid,userid,work_title,year,publisher,publisher_location,isbn_print,doi,pages,page_count,authors,url,status
FAR,24971,112052765,112052765,Detective Narrative Typology: Going Undercover in the French Caribbean,2009,Detective Fiction in a Postcolonial and Transnational World,,,,63-80,,[],http://scholarworks.boisestate.edu/lang_facpubs/21,"[{""id"": 24971, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2009, ""termid"": ""2008/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,24972,112052765,112052765,Le Polar aux Antilles et le cas de Rosalie l'Infâme d'Évelyne Trouillot,2011,Perspectives sur la Littérature Haďtienne Contemporaine (1986-2006),,,,279-290,,[],http://scholarworks.boisestate.edu/lang_facpubs/20,"[{""id"": 24972, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2011, ""termid"": ""2010/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,24973,112052765,112052765,Sensibilité Absurde et Eau Sacrée: Albert Camus et la Méditerranée,2009,Albert Camus et le Sacré: Les Actes du 7eme Colloque International de Poitiers sur Albert Camus,,,,270-298,,[],http://scholarworks.boisestate.edu/lang_facpubs/22,"[{""id"": 24973, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2009, ""termid"": ""2008/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,24974,112052765,112052765,When There is No Echo,2010,"Haiti Rising: Essays on Haitian History, Culture, and the Earthquake of 2010",,,,nan,,[],http://scholarworks.boisestate.edu/lang_facpubs/19,"[{""id"": 24974, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2010, ""termid"": ""2009/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,24985,111195694,111195694,Sexual and Relational Health Messages for Women Who Have Sex with Women (WSW),2016,,,,,nan,,[],,"[{""id"": 24985, ""status"": ""Accepted"", ""term"": ""Spring"", ""year"": 2021, ""termid"": ""2020/03"", ""listingorder"": 4, ""completionorder"": 4}, {""id"": 24985, ""status"": ""Accepted"", ""term"": ""Fall"", ""year"": 2012, ""termid"": ""2012/02"", ""listingorder"": 4, ""completionorder"": 4}]"
FAR,24986,111195694,111195694,The Conversation about Gender that I Would Have with You,2013,Left Coast Press,"Walnut Creek, CA U.S.",,,nan,,[],,"[{""id"": 24986, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2013, ""termid"": ""2013/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25026,111114394,111114394,From Salem Witch to Blair Witch: The Puritan Influence on American Gothic Nature,2013,Manchester University Press,,,,nan,,[],,"[{""id"": 25026, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2013, ""termid"": ""2013/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25027,111114394,111114394,John Bartram,2008,Greenwood,"Westport, CT",,,37-44,,[],,"[{""id"": 25027, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2008, ""termid"": ""2008/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25028,111114394,111114394,Captain John Smith,2013,McFarland,,,,286-87,,[],,"[{""id"": 25028, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2013, ""termid"": ""2013/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25029,111114394,111114394,Thomas Harriot,2013,McFarland,,,,140-41,,[],,"[{""id"": 25029, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2013, ""termid"": ""2013/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25033,112096941,112096941,"Reading the Other, Editing the Self: Mentoring in Woolf and Welty",2009,Woolf Editing / Editing Woolf: Selected Papers from the Eighteenth Annual Conference on Virginia Woolf,"Clemson University Press Clemson, South Carolina",,978-0-9796066-9-4,96-103,,[],http://scholarworks.boisestate.edu/english_facpubs/76,"[{""id"": 25033, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2009, ""termid"": ""2008/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25034,112096941,112096941,'Find Our Own Way for Ourselves': Orlando as an Uncommon Reader in the Critical Theory Classroom,2010,Clemson University Press,"Clemson, South Carolina United States",,978-0-9842598-3-0,195-203,,[],http://scholarworks.boisestate.edu/english_facpubs/75,"[{""id"": 25034, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2010, ""termid"": ""2009/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25070,111110174,111110174,Alternative Set Theories,2012,Elsevier,,,isbn: 978-0-444-51621-3,559-632,,[],,"[{""id"": 25070, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2012, ""termid"": ""2012/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25071,111110183,111110183,Deception detection,2013,Wiley,,10.1002/9780470061589.fsa495.pub2,9.78047e+12,6,,[],http://onlinelibrary.wiley.com/book/10.1002/9780470061589,"[{""id"": 25071, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2013, ""termid"": ""2013/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25072,111110183,111110183,Credibility assessment at portals,2014,Elseiver,,,9.78012e+12,37-61,,[],,"[{""id"": 25072, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2014, ""termid"": ""2013/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25073,111110183,111110183,Countermeasures and Credibility Assessment,2014,Elseiver (Academic Press),,,9.78012e+12,131-158,,[],,"[{""id"": 25073, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2014, ""termid"": ""2013/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25075,111110183,111110183,Research Methods for Psychophysiological Deception Detection,2011,Research Methods in Forensic Psychology,,,,105-121,,[],http://scholarworks.boisestate.edu/psych_facpubs/47,"[{""id"": 25075, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2011, ""termid"": ""2010/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25076,111110183,111110183,Scientific Status: The Case for Polygraph Tests,2008,Modern Scientific Evidence: The Law and Science of Expert Testimony,,,,nan,,[],http://scholarworks.boisestate.edu/psych_facpubs/51,"[{""id"": 25076, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2008, ""termid"": ""2007/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25077,111110183,111110183,The Scientific Status of Research on Polygraph Techniques: The Case for Polygraph Tests,2002,Modern Scientific Evidence: The Law and Science of Expert Testimony,,,,446-483,,[],http://scholarworks.boisestate.edu/psych_facpubs/56,"[{""id"": 25077, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2002, ""termid"": ""2001/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25112,113075443,113075443,Mobile microblogging: Using Twitter and mobile devices in an online course to promote learning in authentic contexts,2013,China Central Radio & TV University Press,,,,187-203,,[],http://en.crtvu.edu.cn/news/research-news/1096-global-mobile-learning-implementations-and-trends,"[{""id"": 25112, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2013, ""termid"": ""2013/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25113,113075443,113075443,"Making personal and professional learning mobile: Blending mobile devices, social media, social networks, and mobile apps to support PLEs, PLNs, & ProLNs",2014,Nova Science Publishers,,,,27-46,,[],,"[{""id"": 25113, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2014, ""termid"": ""2014/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25115,113075443,113075443,Web 2.0 technologies as cognitive tools of the new media age,2009,IGI Global,,,,353-371,,[],,"[{""id"": 25115, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2009, ""termid"": ""2009/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25116,113075443,113075443,Web 2.0 applications and practices for learning through collaboration,2014,Springer Academics,,,,"This chapter provides a review of the theoretical bases and international research on the uses of Web 2.0 applications for learning through collaboration. Web 2.0 applications empower users with a venue for personal expression, sharing, communicating, and collaborating with others, thus offering enriched opportunities for learning. In our review, we found evidence of engaging and effective uses of Web 2.0 applications such as blogs, wikis, collaborative documents and concept mapping, VoiceThread, video sharing applications (e.g., YouTube), microblogging (e.g., Twitter), social networking sites, and social bookmarking that applied contemporary and foundational educational theory. We also identified opportunities and challenges associated with learning through collaboration with Web 2.0 applications, which can inform research directions and areas to explore for ECT researchers.",,[],http://link.springer.com/chapter/10.1007%2F978-1-4614-3185-5_60,"[{""id"": 25116, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2014, ""termid"": ""2013/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25122,114011762,114011762,Pollution,2014,CQ Press/Sage Books,,,,nan,,[],,"[{""id"": 25122, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2014, ""termid"": ""2014/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25123,114011762,114011762,Emerging Contaminants,2014,CQ Press/Sage Books,,,,nan,,[],,"[{""id"": 25123, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2014, ""termid"": ""2014/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25157,113112677,113112677,Identifying Children's Graffiti in Roman Campania,2010,Routledge,,,,nan,,[],,"[{""id"": 25157, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2010, ""termid"": ""2010/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25159,113112677,113112677,Children and Graffiti in Pompeii,2016,Oxford University Press,,,,nan,,[],,"[{""id"": 25159, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2017, ""termid"": ""2017/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25160,113112677,113112677,The Writing on the Walls: Age and Agency in Roman Pompeii and Herculaneum,2016,Ashgate,,,,nan,,[],,"[{""id"": 25160, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2016, ""termid"": ""2016/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25167,111615774,111615774,"Once More, With Feeling: Conspiracy Theories, Contempt, and Affective Governmentality.",2017,,,,,30,,[],http://www.rodopi.nl/senj.asp?SerieId=VIBS,"[{""id"": 25167, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2019, ""termid"": ""2018/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 25167, ""status"": ""In Progress"", ""term"": ""Fall"", ""year"": 2016, ""termid"": ""2016/02"", ""listingorder"": 1, ""completionorder"": 1}, {""id"": 25167, ""status"": ""In Progress"", ""term"": ""Spring"", ""year"": 2016, ""termid"": ""2015/03"", ""listingorder"": 1, ""completionorder"": 1}]"
FAR,25168,111615774,111615774,Media Marginalization of Racial Minorities: “Conspiracy Theorists” in U.S. Ghettos and on the “Arab Street”,2016,,,,,nan,,[],,"[{""id"": 25168, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2021, ""termid"": ""2020/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 25168, ""status"": ""In Press"", ""term"": ""Spring"", ""year"": 2019, ""termid"": ""2018/03"", ""listingorder"": 5, ""completionorder"": 5}, {""id"": 25168, ""status"": ""Submitted"", ""term"": ""Summer"", ""year"": 2015, ""termid"": ""2015/01"", ""listingorder"": 2, ""completionorder"": 2}]"
FAR,25177,113156343,113156343,Testing Received Wisdom: Perceptions of Security in Southern Lebanon,2009,Cambridge University Press,Cambridge United Kindom,,,116-335,,[],,"[{""id"": 25177, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2009, ""termid"": ""2009/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25178,113156343,113156343,"Port au Prince, Haiti",2007,Cambridge University Press,Cambridge United Kindom,,,p. 174,,[],,"[{""id"": 25178, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2007, ""termid"": ""2007/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25179,113156343,113156343,Survey Methods,2009,Sage Publications,"Thousand Oaks, CA",,,131-148,,[],,"[{""id"": 25179, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2009, ""termid"": ""2009/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25201,112142993,112142993,Response to Intervention in Secondary Schools: A multi-tiered approach to inclusive education,2013,Guilford Press,,,,nan,,[],,"[{""id"": 25201, ""status"": ""Accepted"", ""term"": ""Fall"", ""year"": 2013, ""termid"": ""2013/02"", ""listingorder"": 4, ""completionorder"": 4}]"
FAR,25240,111110166,111110166,Operation of DNA-based Autocatalytic Network in Serum,2011,,,,,83-88,,[],,"[{""id"": 25240, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2011, ""termid"": ""2011/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25241,111110166,111110166,Useful modifications of the Escherichia coli expression plasmid pJL6,1984,,,,,63-66,,[],,"[{""id"": 25241, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 1984, ""termid"": ""1984/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25242,111110166,111110166,"The ETS family of genes: Structural analysis, gene projects, and involvement in neoplasia and other pathologies. In Patterson, D. and Epstein, C.J. (Eds",1990,"New York, Wiley-Liss",,,,137-168,,[],,"[{""id"": 25242, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 1990, ""termid"": ""1990/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25243,111110166,111110166,Numerical experiments for mammary adenocarcinoma cell progression,2011,Springer,,,,nan,,[],,"[{""id"": 25243, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2011, ""termid"": ""2011/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25272,111663502,111663502,Rural Distance Education Delivery and Design,2012,Springer,,,,nan,,[],,"[{""id"": 25272, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2011, ""termid"": ""2011/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25294,112093478,112093478,Blood in the Water: Salvadoran Rivers of Testimony and Resistance,2016,"U of Minnesota, Hispanic Issues Online","Minneapolis, MN",,,nan,,[],,"[{""id"": 25294, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2013, ""termid"": ""2012/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 25294, ""status"": ""Accepted"", ""term"": ""Spring"", ""year"": 2012, ""termid"": ""2011/03"", ""listingorder"": 4, ""completionorder"": 4}, {""id"": 25294, ""status"": ""Submitted"", ""term"": ""Spring"", ""year"": 2012, ""termid"": ""2011/03"", ""listingorder"": 2, ""completionorder"": 2}]"
FAR,25295,112093478,112093478,The Nicaragua Canal and the Shifting Currents of Sandinista Environmental Policy,2016,Lexington Books/ Rowman & Littlefield.,"Lanham, Boulder, New York, London",,978-1-4985-3095-8,269-275,,[],,"[{""id"": 25295, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2016, ""termid"": ""2016/02"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 25295, ""status"": ""Accepted"", ""term"": ""Fall"", ""year"": 2015, ""termid"": ""2015/02"", ""listingorder"": 4, ""completionorder"": 4}]"
FAR,25296,112093478,112093478,El juego y la ideología en Sopa de caracol,2016,F&G Editores,,,,nan,,[],,"[{""id"": 25296, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2013, ""termid"": ""2013/02"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 25296, ""status"": ""Accepted"", ""term"": ""Spring"", ""year"": 2012, ""termid"": ""2011/03"", ""listingorder"": 4, ""completionorder"": 4}]"
FAR,25301,112093478,112093478,Redefining Modernity in Latin American Fiction: Toward Ecological Consciousness in La loca de Gandoca and Lo que sońó Sebastián.,2015,Lexington Books/ Rowman & Littlefield.,,,,nan,,[],,"[{""id"": 25301, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2015, ""termid"": ""2015/02"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 25301, ""status"": ""Accepted"", ""term"": ""Summer"", ""year"": 2013, ""termid"": ""2013/01"", ""listingorder"": 4, ""completionorder"": 4}]"
FAR,25312,111110548,111110548,Live Experiences in Management,2015,Curious Academic Publishing,,,978-1-925128-43-7,nan,,[],,"[{""id"": 25312, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2015, ""termid"": ""2014/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25461,111110548,111110548,Ethical perceptions of corporate policies associated with employee computer humor,2005,Franklin Publishing,,,,nan,,[],,"[{""id"": 25461, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2005, ""termid"": ""2005/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25462,111110548,111110548,Legal and Ethical Implications of Employee Location Monitoring.,2008,IGI Publishing,,,978-1-59904-945-8,nan,,[],,"[{""id"": 25462, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2008, ""termid"": ""2007/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25463,111110548,111110548,Mobile Computing and Commerce: Legal Implications for Employers,2008,IGI Global,,,,nan,,[],,"[{""id"": 25463, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2008, ""termid"": ""2008/01"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25464,111110548,111110548,Legal and Ethical Challenges of Corporate Social Networking,2012,,,,,"Chapter 3, pp. 83-106",,[],,"[{""id"": 25464, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2012, ""termid"": ""2012/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25479,113120950,113120950,Investigating textual borrowing in academic discourse: A need for a corpus-based approach,2015,John Benjamins,,,9.78903e+12,"Over the past few decades, corpus-based investigations have contributed greatly to our understanding of academic discourse. One important domain of academic language use, however, has yet to be fully explored from a corpus-based perspective: textual borrowing. Though it is widely recognized that much of what we write in the academy is in some way based upon what has been written before, little is known about when, how often, and in what ways academic writers re-use the language of others. In this paper, I describe my own attempts to provide corpus-based descriptions of student paraphrasing, I highlight the ways in which this research has challenged assumptions about student source text use, and I outline possible directions for future textual borrowing research.",,[],https://benjamins.com/#catalog/books/scl.66.08kec/details,"[{""id"": 25479, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2015, ""termid"": ""2014/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25481,111365159,111365159,Teaching and Assessing Research Strategies in the Digital Age: Collaboration is the Key,2013,American Society of Information and Technology,,,isbn-10: 1573874752,nan,,[],,"[{""id"": 25481, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2013, ""termid"": ""2012/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25482,111365159,111365159,“Into Active Voice: Seeking Agency through Collaborative Scholarship.”,2014,,,,,"The marginal status of contingent faculty does not have to be a source of loneliness and dissatisfaction; through collaboration, it can be a source of opportunity and self-empowerment. This is the story of how we four contingent faculty began collaborating to improve our individual teaching, and from this discovered the support and motivation to expand beyond our day-to-day teaching into the realms of research and publishing. This resulted in a large professional development grant, numerous conference presentations, and published articles.",,[],,"[{""id"": 25482, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2014, ""termid"": ""2014/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25483,111365159,111365159,Promoting Teacher Presence: Strategies for Effective and Efficient Feedback to Student Writing Online,2016,,,,,nan,,[],,"[{""id"": 25483, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2017, ""termid"": ""2016/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 25483, ""status"": ""Accepted"", ""term"": ""Spring"", ""year"": 2012, ""termid"": ""2011/03"", ""listingorder"": 4, ""completionorder"": 4}]"
FAR,25505,111662808,111662808,"James Castle: Deaf, Dumb, and Maligned",2016,National Art Education Association,,,,"Art educators John Derby and Kathleen Keys discuss storied outsider artist James Castle in “James Castle: Deaf, Dumb, and Maligned.” Like many outsider artists, Castle was disabled, in his case by virtue of hearing impairment, lack of education and literacy, speech impairment, socioeconomic status, social mannerisms, and perhaps autism. He was also self-taught and highly prolific. Unlike most outsider artists, Castle demonstrated sophisticated artistic practices that were consistent with those of professional artists in terms of depth and breadth, with multiple cohesive bodies of work. In addition to his unusual penchant for creativity, in which he produced his own materials, techniques, and styles, Castle utilized curatorial practices to exhibit, protect, and hide his work, amid resistance to his work by family members and exploitation by art dealers and other professionals.",,[],,"[{""id"": 25505, ""status"": ""Revise &amp; Resubmit"", ""term"": ""Spring"", ""year"": 2024, ""termid"": ""2023/03"", ""listingorder"": 3, ""completionorder"": 3}, {""id"": 25505, ""status"": ""Submitted"", ""term"": ""Fall"", ""year"": 2015, ""termid"": ""2015/02"", ""listingorder"": 2, ""completionorder"": 2}]"
FAR,25506,111662808,111662808,Traditional and Contemporary Bhutanese Thanka Paintings by Phurba Namgay,2012,National Art Education Association,"Reston, VA USA",,1890160520 / 978-1890160524,nan,,[],,"[{""id"": 25506, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2012, ""termid"": ""2011/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25507,111662808,111662808,Thinking Through Sticker Art: Material Culture Inquiry,2011,National Art Education Association,,,,nan,,[],,"[{""id"": 25507, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2011, ""termid"": ""2010/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25508,111662808,111662808,Outsider Idaho Artist James Castle,2016,,,,,"If accepted for publication, I will work as Contributing Author and Editor of this anthology. This edited volume will explore the growing dialogue about self-taught and outsider artists, particularly as it pertains to the field of art education from both practical and theoretical perspectives. Explanation of Other: Contributor and Editor of anthology",,[],,"[{""id"": 25508, ""status"": ""Revise &amp; Resubmit"", ""term"": ""Spring"", ""year"": 2024, ""termid"": ""2023/03"", ""listingorder"": 3, ""completionorder"": 3}, {""id"": 25508, ""status"": ""Submitted"", ""term"": ""Fall"", ""year"": 2016, ""termid"": ""2016/02"", ""listingorder"": 2, ""completionorder"": 2}]"
FAR,25509,111662808,111662808,"Bitter Milking Art Education? (Re)orienting, (Re)deeming, (Re)claiming, & (Re)presenting Motherhood in Art Education",2013,National Art Education Association,"Reston, VA United States",,978-1-890160-56-2,90-104,,[],,"[{""id"": 25509, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2013, ""termid"": ""2012/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25512,111194862,111194862,Grounding Past Truths: Overcoming the Challenge,2013,Philosophia Verlag,,,,173-210,,[],,"[{""id"": 25512, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2013, ""termid"": ""2013/01"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25513,112033875,112033875,Chapter 4: Force-Feedback High-Speed Atomic Force Microscope,2014,NOVA,,,,59,,[],,"[{""id"": 25513, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2014, ""termid"": ""2013/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25515,112033875,112033875,Chapter 6: Cantilever-Based Optical Interfacial Force Microscopy,2012,InTech — Open Access Company,,,,125-144,,[],http://www.intechopen.com/books/molecular-interactions/cantilever-based-optical-interfacial-force-microscope,"[{""id"": 25515, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2012, ""termid"": ""2011/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25519,113151490,113151490,The role of victims in the justice system,2017,"Wolters Kluwer Law & Business, Inc. (WKLB)",New York,,978-1-4548-5096-0,61-83,,[],,"[{""id"": 25519, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2017, ""termid"": ""2016/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 25519, ""status"": ""Accepted"", ""term"": ""Spring"", ""year"": 2016, ""termid"": ""2015/03"", ""listingorder"": 4, ""completionorder"": 4}]"
FAR,25520,113151490,113151490,"Legislative Origins, Reforms, and Future Directions",2015,Sage,"Thousand Oaks, CA",,978-1-4833-0817-3,15-32,,[],,"[{""id"": 25520, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2015, ""termid"": ""2014/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25529,111669987,111669987,"Quiet and Determined Servants and Guardians: Creating Ideal English Police Officers, 1900-1945",2012,Routledge,,,978-0415671293,nan,,[],http://scholarworks.boisestate.edu/history_facpubs/61,"[{""id"": 25529, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2012, ""termid"": ""2012/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25530,111669987,111669987,History of Police Unions,2014,Springer Verlag,,,,2207-2217,,[],http://www.springer.com/us/book/9781461456896,"[{""id"": 25530, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2014, ""termid"": ""2014/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25534,111669987,111669987,'Leaving at His Own Request': Les Démissions Volontaires d'Agents de Police Britanniques (1900-1939),2008,"Métiers de Police: Ętre Policier en Europe, XVIIIe-XXe Sičcle",,,,nan,,[],http://scholarworks.boisestate.edu/history_facpubs/58,"[{""id"": 25534, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2008, ""termid"": ""2007/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25535,111669987,111669987,The Failure of Force: Policing Terrorism in Northern Ireland,2006,Uniform Behavior: Police Localism and National Politics,,,,97-125,,[],http://scholarworks.boisestate.edu/history_facpubs/60,"[{""id"": 25535, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2006, ""termid"": ""2005/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25536,111669987,111669987,"Traffic, Telephones and Police Boxes: The Deterioration of Beat Policing in Birmingham, Liverpool and Manchester between the World Wars",2007,"Policing Interwar Europe: Continuity, Change and Crisis, 1918-1940",,,,215-236,,[],http://scholarworks.boisestate.edu/history_facpubs/59,"[{""id"": 25536, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2007, ""termid"": ""2006/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25541,112110324,112110324,Geochemical zoning in metamorphic minerals,2013,Elsevier,Amsterdam The Netherlands,,,249-280,,[],,"[{""id"": 25541, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2013, ""termid"": ""2013/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25589,112110324,112110324,Paleoaltimetry from Stable Isotope Compositions of Fossils,2007,Paleoaltimetry: Geochemical and Thermodynamic Approaches,,,,nan,,[],http://scholarworks.boisestate.edu/geo_facpubs/95,"[{""id"": 25589, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2007, ""termid"": ""2006/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25590,112110324,112110324,Stable Isotopes of Fossil Teeth and Bones at Gran Barranca as Monitors of Climate Change and Tectonics,2010,The Paleontology of Gran Barranca: Evolution and Environmental Change Through the Middle Cenozoic of Patagonia,,,,341-361,,[],http://scholarworks.boisestate.edu/geo_facpubs/96,"[{""id"": 25590, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2010, ""termid"": ""2009/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,25592,113108244,113108244,Maximizing the Firm Value Impact of Outsourcing Decisions,2013,Praeger,,,,nan,,[],,"[{""id"": 25592, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2013, ""termid"": ""2012/03"", ""listingorder"": 6, ""completionorder"": 6}]"
