activityid,facultyid,userid,fields__activity_type,fields__actual_projected_year_of_publication_presentation,fields__author,fields__author_editor_of_larger_work,fields__author_s,fields__author_s_editor_s,fields__book_title,fields__chapter_title,fields__co_contributor,fields__co_contributor_s,fields__conference_location,fields__conference_meeting_name,fields__contributor,fields__contributor_s,fields__copyright_patent_number_id,fields__date,fields__date_or_date_range,fields__date_published,fields__description_abstract,fields__doi,fields__edition,fields__if_patent_cooperation_treaty_list_nations,fields__if_patent_has_been_assigned_to_whom,fields__if_patent_has_been_licensed_to_whom,fields__inventor_s,fields__isbn,fields__isbn_issn,fields__isbn_issn_asin,fields__isbn_issn_asin_number,fields__issn,fields__issn_isbn,fields__issue,fields__issue_number,fields__issue_number_edition,fields__journal,fields__location_of_publisher_city_state_country,fields__month,fields__month_season,fields__name_of_conference,fields__name_of_performing_group,fields__name_of_venue,fields__name_of_venue_sponsor,fields__organization_if_applicable,fields__origin,fields__outlet_if_applicable,fields__page_number_or_number_of_pages,fields__page_numbers,fields__page_numbers_of_number_of_pages,fields__page_numbers_or_number_of_pages,fields__patent_nationality,fields__presenter_s,fields__publisher,fields__publisher_location,fields__pubmed_central_id_number,fields__sponsoring_organization,fields__title,fields__title_of_contribution,fields__title_of_contribution_if_applicable,fields__title_of_intellectual_property,fields__title_of_larger_work,fields__title_of_larger_work_if_applicable,fields__title_of_presentation,fields__title_of_review,fields__title_of_work,fields__type,fields__url,fields__venue_sponsor_location_city_state_country,fields__volume,fields__web_address,fields__work_exhibit_title,attachments,status,authors
26738,114022280,114022280,,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,Cambridge University Press,,,,The Joy of Science:  The Seven Traits of the Happy Scientist,,,,,,,,,Book,,,,,,[],"[{""id"": 26738, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2016, ""termid"": ""2016/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Snieder, R.', 'Schneider, J.']"
26801,111110041,111110041,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,EDUCAUSE,"Louisville, CO",,,Leading a Multiple Project Mobile Initiative:  The Approach at Boise State University,,,,,,,,,Book,,,,http://www.educause.edu,,[],"[{""id"": 26801, ""status"": ""Accepted"", ""term"": ""Fall"", ""year"": 2013, ""termid"": ""2013/02"", ""listingorder"": 4, ""completionorder"": 4}]","['Shadle, S. E.', 'Perkins, R. A.', 'Lincoln, D.', 'Humphrey, M. J.', 'Landrum, R. E.']"
26819,111111926,111111926,,2012.0,,Larry Burke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,"Boise State University, College of Social Sciences and Public Affairs",Boise,,,Down and Out in Ada County: Coping with the Great Recession 2008-2012,,,,,,,,,Book,,,,http://scholarworks.boisestate.edu/fac_books/310,,[],"[{""id"": 26819, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2012, ""termid"": ""2011/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Shallat, T. A.', 'Burke, L.', 'Stewart, B.']"
26822,111111926,111111926,,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,Boise City Office of the Historian,,,,Ethnic Landmarks: Ten Historic Places that Define the City of Trees,,,,Boise City Office of the Historian,,,,,Book,,,,http://scholarworks.boisestate.edu/fac_books/121,,[],"[{""id"": 26822, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2007, ""termid"": ""2006/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Shallat, T. A.']"
26823,111111926,111111926,,2011.0,,,,,,,,,,,,,,,,,"The Idaho Adventure is a multi-media textbook program for 4th grade Idaho Studies. The program is based on Idaho's Content Standards for social studies and teaches civics, history, geography, and economics. The program includes research-based literacy strategies, engaging primary source activities and skill pages, exciting connections between Idaho's past and present, Key Ideas and Key Terms, and full color photographs on each page.",,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,Gibbs Smith Education,,,,The Idaho Adventure,,,,Gibbs Smith Education,,,,,Book,,,,http://scholarworks.boisestate.edu/fac_books/19,,[],"[{""id"": 26823, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2011, ""termid"": ""2010/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Tacke, N. W.', 'Shallat, T. A.']"
26824,111111926,111111926,,1994.0,,,,,,,,,,,,,,,,,"This book won the Henry Adams Prize for the best book about the federal government (1994) and the Abel Wolman Award for the best book about the history of public works (1995).
Page Number:  300",,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,University of Texas,,,,"Structures in the Stream: Water, Science, and the Rise of the U.S. Army Corps of Engineers",,,,,,,,,Book,,,,,,[],"[{""id"": 26824, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 1994, ""termid"": ""1994/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Shallat, T. A.']"
26825,111111926,111111926,,1994.0,,,,,,,,,,,,,,,,,Shallat edited and coauthored this popular science book for the Carters of the Moon National Monument.,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,Snake: The Plain and Its People,,,,,,,,,Book,,,,,,[],"[{""id"": 26825, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 1994, ""termid"": ""1994/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Shallat, T. A.']"
26826,111111926,111111926,,2014.0,,,,,,,,,,,,,,,,,"This is the fourth volume in Boise State's Idaho Metropolitan Research Series, financed by the National Park Service, the Friends of Minidoka, and the College of Southern Idaho.  Shallat was the editor and co-author.  Highly acclaimed, the book won the Idaho Book Award and also the Idaho Center for the Book ""Booker's Dozen"" design award.  
Page Number:  200",,,,,,,9.78098E+12,,,,,,,,,,,,,,,,,,Other,,,,,,,,Boise State with National Park Service and CWI,,,,Surviving Minidoka: The Legacy of WWII Japanese American Incarcertation,,,,,,,,,Book,,,,,,[],"[{""id"": 26826, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2014, ""termid"": ""2014/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Tremayne, R.', 'Shallat, T. A.']"
26827,111111926,111111926,,2015.0,,,,,,,,,,,,,,,,,"
Page Number:  268",,,,,,,9.78099E+12,,,,,,,,,,,,,,,,,,Other,,,,,,,,Boise State University,,,,Idaho Microbes,,,,,,,,,Book,,,,,,[],"[{""id"": 26827, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2015, ""termid"": ""2015/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Shallat, T. A.']"
26830,111111926,111111926,,2016.0,,,,,,,,,,,,,,,,,"This is the 33rd volume of the American Public Works Association's scholarly monograph series. This is Shallat's second volume in the long-running series.The monograph (short book of scholarship) reprints three of Shallat's previously published river essays, with a new introduction, forward, and illustration.  The audience is public works administrators and engineers.

 ",,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,American Public Works Association,,,,Hope for the Dammed: The Corps of Engineering and the Greening of the Mississippi,,,,,,,,,Book,,,,,,[],"[{""id"": 26830, ""status"": ""Accepted"", ""term"": ""Fall"", ""year"": 2013, ""termid"": ""2013/02"", ""listingorder"": 4, ""completionorder"": 4}]","['Shallat, T. A.']"
26831,111111926,111111926,,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,Boise State University,,,,River By Design,,,,,,,,,Book,,, ,,,[],"[{""id"": 26831, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2015, ""termid"": ""2014/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Shallat, T. A.']"
26870,111240873,111240873,,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,Sense Publishers,"Rotterdam, The Netherlands",,,The Design and Use of Simulation Computer Games in Education,,,,,,,,,Book,,,,,,[],"[{""id"": 26870, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2007, ""termid"": ""2007/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Shelton, B. E.', 'Wiley, D.']"
26886,113118110,113118110,,2016.0,,,,,,,,,,,,,,,,,"Matchmaking is a tradition as old as marriage itself, and the activities and practices surrounding it have shifted alongside marriage. Building Relationships: Online Dating and the New Logics of Internet Culture uses an apparatus approach to media analysis in order to examine online dating in relation to contemporary marriage and American culture. Shepherd analyzes the logics of compatibility, online dating site procedures, and user narratives of popular matchmaking sites in order to determine whether the synchronic logic of online dating is compatible with the historically diachronic logic of marriage.",,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,Lexington Books,"Lanham, MD",,,Building Relationships: Online Dating and the New Logics of Internet Culture,,,,,,,,,Book,,,,,,[],"[{""id"": 26886, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2016, ""termid"": ""2015/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 26886, ""status"": ""Accepted"", ""term"": ""Summer"", ""year"": 2014, ""termid"": ""2014/01"", ""listingorder"": 4, ""completionorder"": 4}]","['Shepherd, D. R.']"
26887,113118110,113118110,,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,"Retention, Persistence, and Writing Programs",,,,,,,,,Book,,,,,,[],"[{""id"": 26887, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2017, ""termid"": ""2016/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 26887, ""status"": ""Accepted"", ""term"": ""Fall"", ""year"": 2015, ""termid"": ""2015/02"", ""listingorder"": 4, ""completionorder"": 4}]","['Ruecker, T.', 'Shepherd, D. R.', 'Estrem, H. K.', 'Brunk-Chavez, B.']"
26900,111669892,111669892,,2011.0,,,,,,,,,,,,,,,,,"Combining the theoretical and practical aspects of teaching physical education, this text helps students build a base of instructional skills as they learn to apply the principles of teaching physical education.",,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,Human Kinetics,,,,Introduction to Teaching Physical Education: Principles and Strategies,,,,Human Kinetics,,,,,Book,,,,http://scholarworks.boisestate.edu/fac_books/227,,[],"[{""id"": 26900, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2011, ""termid"": ""2010/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Shimon, J. M.']"
26946,111727692,111727692,,2015.0,,,,,,,,,,,,,,,,,"This 66 page catalogue of Jewish Ritual Objects created by artist/metalsmith Anika Smulovitz includes an introductory essay by Daniel Belasco, Curator of Exhibitions and Programs of the Samuel Dorskly Museum of Art at SUNY New Paltz. The catalogue is broken up into four sections: Torah, Shabbat, Mezuzah, Hanukah. Each section includes explanatory and descriptive text, as well as beautiful photographs of related objects. Layout and Design by Jennifer Wood. 

Anika Smulovitz, author, Anika Smulovitz | Judaica, Essay by Daniel Belasco, Blurb.com, 2015.  ISBN: 9781320730099",,,,,,,9781320730099,,,,,,,,,,,,,,,,,,Other,,,,,,,,blurb.com,,,,Anika Smulovitz | Judaica,,,,,,,,,Book,,,,,,[],"[{""id"": 26946, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2015, ""termid"": ""2015/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Smulovitz, A. A.', 'Belasco, D.']"
27100,111643735,111643735,,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,Hudson Street Press,New York,,,Commit To Win: How To Harness the Four Elements of Commitment to Reach Your Goals,,,,,,,,,Book,,,,,,[],"[{""id"": 27100, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2014, ""termid"": ""2013/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Stipp, H. R.']"
27214,113153909,113153909,,2013.0,,self (primary) plus 3 others listed above,,,,,,,,,,,,,,,"Contributions from both well-known practitioners and new voices in the areas of language typology, historical linguistics, and function-based approaches to language description define this volume, as does its foci in two major geographical areas — southeast Asia and northwestern North America. All of the papers appeal, in one way or another, to functional-historical approaches to explanation. Behind this appeal lies an assumption that languages are selective in their development in ways that are dependent upon the communicative tasks to which they are put. As such, language function accounts for both variation and historical development over time. 
Page Number:  300 pages (approx.)",,103,,,,,9.78903E+12,,,,,,,,,,,,,,,,,,Other,,,,,,,,John Benjamins Publishing,Amsterdam,,,Functional-Historical Approaches to Explanation,,,,,,,,,Book,,,Typological Studies in Language series,http://benjamins.com/#catalog/books/tsl.103/main,,[],"[{""id"": 27214, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2013, ""termid"": ""2013/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Thornes, T.', 'Andvik, E.', 'Hyslop, G.', 'Jansen, J.']"
27447,113088529,113088529,,2010.0,,"Green, P and Ricketts, H",,,,,,,,,,,,,,,,,,,,,,978- 1-869791-780,,,,,,,,,,,,,,,,,,Other,,,,,,,,Random House,,,,Citation in 99 Ways into New Zealand Poetry,,,,,,,,,Book,,,,,,[],"[{""id"": 27447, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2010, ""termid"": ""2010/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Walker, K.']"
27456,111110252,111110252,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,, Criminological Theory: Assessing Philosophical  Assumptions.,,,,,,,,,Book,,,,,,[],"[{""id"": 27456, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2013, ""termid"": ""2013/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Walsh, A.']"
27457,111110252,111110252,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,Introduction to Criminology:  A Text/Reader. ,,,,,,,,,Book,,,,,,[],"[{""id"": 27457, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2013, ""termid"": ""2013/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Walsh, A.', 'Hemmens, C. T.']"
27458,111110252,111110252,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,Introduction to Criminology:  A Text/Reader. ,,,,,,,,,Book,,,,,,[],"[{""id"": 27458, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2013, ""termid"": ""2013/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Walsh, A.']"
27459,111110252,111110252,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,Introduction to Criminology:  A Text/Reader. ,,,,,,,,,Book,,,,,,[],"[{""id"": 27459, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2013, ""termid"": ""2013/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Walsh, A.']"
27460,111110252,111110252,,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,Anderson/Elsevier.,,,,Criminological Theory: Assessing Philosophical Assumptions.  ,,,,,,,,,Book,,,,,,[],"[{""id"": 27460, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2014, ""termid"": ""2013/03"", ""listingorder"": 6, ""completionorder"": 6}]",[]
27461,111110252,111110252,,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,Biosociology: Bridging the Biology-Sociology Divide.  		  ,,,,,,,,,Book,,,,,,[],"[{""id"": 27461, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2014, ""termid"": ""2013/03"", ""listingorder"": 6, ""completionorder"": 6}]","['walsh, A.']"
27462,111110252,111110252,,2016.0,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,"Durham, NC: Carolina Academic Press",,,,"Feminist Criminology Through A Biosocial Lens, Second Edition",,,,,,,,,Book,,,,,,[],"[{""id"": 27462, ""status"": ""Submitted"", ""term"": ""Spring"", ""year"": 2016, ""termid"": ""2015/03"", ""listingorder"": 2, ""completionorder"": 2}]","['Walsh, A.', 'Vaskie, J.']"
27463,111110252,111110252,,2016.0,,,,,,,,,,,,,,,,,"
Page Number:  294",,,,,,,978-1412862875,,,,,,,,,,,,,,,,,,Other,,,,,,,,Transaction Publishers,,,,Love: The Biology Behind the Heart,,,,,,,,,Book,,,,,,[],"[{""id"": 27463, ""status"": ""Accepted"", ""term"": ""Summer"", ""year"": 2016, ""termid"": ""2016/01"", ""listingorder"": 4, ""completionorder"": 4}, {""id"": 27463, ""status"": ""Accepted"", ""term"": ""Spring"", ""year"": 2016, ""termid"": ""2015/03"", ""listingorder"": 4, ""completionorder"": 4}]","['Walsh, A.']"
27465,111110252,111110252,,2015.0,,,,,,,,,,,,,,,,,"
Page Number:  408",,,,,,,978-1483350691,,,,,,,,,,,,,,,,,,Other,,,,,,,,SAGE Publications,,,,"Criminology: The Essentials, Second Edition ",,,,,,,,,Book,,,,,,[],"[{""id"": 27465, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2015, ""termid"": ""2015/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Walsh, A.']"
27473,111110252,111110252,,2009.0,,,,,,,,,,,,,,,,,"Corrections: A Text/Reader provides the best of both worlds - authored text Sections followed by carefully selected accompanying Readings that illustrate contemporary concerns and questions surrounding corrections in the 21st century. The articles, drawn primarily from leading journals in criminology and criminal justice, reflect both classic studies and current research in corrections and correctional practices and often have a policy perspective that make them more applied, less theoretical, and more interesting to both undergraduate and graduate students.
",,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,Sage,,,,Corrections: A Text/Reader,,,,,,,,,Book,,,,http://scholarworks.boisestate.edu/fac_books/39,,[],"[{""id"": 27473, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2009, ""termid"": ""2009/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Stohr, M. K.', 'Walsh, A.', 'Hemmens, C. T.']"
27474,111110252,111110252,,2009.0,,,,,,,,,,,,,,,,,"Corrections: A Text/Reader provides the best of both worlds - authored text Sections followed by carefully selected accompanying Readings that illustrate contemporary concerns and questions surrounding corrections in the 21st century. The articles, drawn primarily from leading journals in criminology and criminal justice, reflect both classic studies and current research in corrections and correctional practices and often have a policy perspective that make them more applied, less theoretical, and more interesting to both undergraduate and graduate students.",,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,Sage,,,,Corrections: A Text/Reader,,,,Sage,,,,,Book,,,,http://scholarworks.boisestate.edu/fac_books/39,,[],"[{""id"": 27474, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2009, ""termid"": ""2008/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Stohr, M. K.', 'Walsh, A.', 'Hemmens, C. T.']"
27475,111110252,111110252,,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,SAGE Publications,,,,Corrections: The Essentials,,,,SAGE Publications,,,,,Book,,,,http://scholarworks.boisestate.edu/fac_books/266,,[],"[{""id"": 27475, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2012, ""termid"": ""2011/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Stohr, M. K.', 'Walsh, A.']"
27476,111110252,111110252,,2009.0,,,,,,,,,,,,,,,,,"Noted criminologist Anthony Walsh demonstrates how information from the biological sciences both strengthens criminology work and complements traditional theories of criminal behavior. With its reasoned case for biological science as a fundamental tool of the criminologist, this text is required reading for students and faculty within the field of criminology.",,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,Routledge,,,,Biology and Criminology: The Biosocial Synthesis,,,,Routledge,,,,,Book,,,,http://scholarworks.boisestate.edu/fac_books/251,,[],"[{""id"": 27476, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2009, ""termid"": ""2008/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Walsh, A.']"
27477,111110252,111110252,,2003.0,,,,,,,,,,,,,,,,,"In criminology, environmentalism is the assumption that variations in criminal behavior result only from variations in environmental factors, especially social environmental factors. The biosocial perspective is quite different. It assumes that biological and environmental factors interact to affect criminal behavior. Social environmental explanations have dominated the field of criminology for at least the past century. Supporters of this perspective argue that because criminal is an ever-changing legal designation, it makes no sense to believe that crimes are the result of biology. Biosocial theorists concede that criminality is a legal concept, but argue that at the core of the concept are acts that are recognized as unacceptable in all societies. The theme of this book is simple: Biology matters when trying to understand criminal behavior. This is not to exclude social factors but to maintain that social and biological factors interact to affect our varying tendencies to violate criminal statutes. Despite the conceptual simplicity of the biosocial perspective, the evidence that supports it is often complex and rests upon a number of biological principles that many criminologists do not understand. This book conveys some of the excitement that those working from a biosocial perspective are experiencing as they make new discoveries about how biological and social factors interact to affect criminal behavior.",,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,Nova Science Publishers,,,,Biosocial Criminology: Challenging Environmentalism's Supremacy,,,,Nova Science Publishers,,,,,Book,,,,http://scholarworks.boisestate.edu/fac_books/91,,[],"[{""id"": 27477, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2003, ""termid"": ""2002/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Walsh, A.', 'Ellis, L.']"
27478,111110252,111110252,,2001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,Anderson Publishing Company,,,,Biosocial Criminology: Introduction and Integration,,,,Anderson Publishing Company,,,,,Book,,,,http://scholarworks.boisestate.edu/fac_books/92,,[],"[{""id"": 27478, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2001, ""termid"": ""2000/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Walsh, A.']"
27479,111110252,111110252,,2009.0,,,,,,,,,,,,,,,,,"Designed to bring criminology into the 21st century by showing how leading criminologists have integrated aspects of the biological sciences into their discipline. This book covers behavior and molecular genetics, epigenetics, evolutionary biology, and neuroscience, and apply them to various correlates of crime such as age, race, and gender.",,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,Routledge/Taylor and Francis Group,,,,Biosocial Criminology: New Directions in Theory and Research,,,,Routledge/Taylor and Francis Group,,,,,Book,,,,http://scholarworks.boisestate.edu/fac_books/89,,[],"[{""id"": 27479, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2009, ""termid"": ""2008/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Walsh, A.', 'Beaver, K. M.']"
27480,111110252,111110252,,2010.0,,,,,,,,,,,,,,,,,"Biosocial criminology is an emerging perspective that highlights the interdependence between genetic and environmental factors in the etiology of antisocial behaviors. However, given that biosocial criminology has only recently gained traction among criminologists, there has not been any attempt to compile some of the ""classic"" articles on this topic. Beaver and Walsh's edited volume addresses this gap in the literature by identifying some of the most influential biosocial criminological articles and including them in a single resource. The articles covered in this volume examine the connection between genetics and crime, evolutionary psychology and crime, and neuroscience and crime. This volume will be a valuable resource for anyone interested in understanding the causes of crime from a biosocial criminological perspective.",,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,Ashgate,,,,Biosocial Theories of Crime,,,,Ashgate,,,,,Book,,,,http://scholarworks.boisestate.edu/fac_books/14,,[],"[{""id"": 27480, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2010, ""termid"": ""2009/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Beaver, K. M.', 'Walsh, A.']"
27481,111110252,111110252,,1995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,Praeger,,,,Biosociology: An Emerging Paradigm,,,,Praeger,,,,,Book,,,,http://scholarworks.boisestate.edu/fac_books/244,,[],"[{""id"": 27481, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 1995, ""termid"": ""1994/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Walsh, A.']"
27482,111110252,111110252,,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,American Correctional Association,,,,"Correctional Assessment, Casework and Counseling",,,,American Correctional Association,,,,,Book,,,,http://scholarworks.boisestate.edu/fac_books/127,,[],"[{""id"": 27482, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 1992, ""termid"": ""1991/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Walsh, A.']"
27483,111110252,111110252,,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,American Correctional Association,,,,"Correctional Assessment, Casework and Counseling",,,,American Correctional Association,,,,,Book,,,,http://scholarworks.boisestate.edu/fac_books/126,,[],"[{""id"": 27483, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 1997, ""termid"": ""1996/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Walsh, A.']"
27484,111110252,111110252,,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,American Correctional Association,,,,"Correctional Assessment, Casework and Counseling",,,,American Correctional Association,,,,,Book,,,,http://scholarworks.boisestate.edu/fac_books/124,,[],"[{""id"": 27484, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2006, ""termid"": ""2005/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Walsh, A.']"
27485,111110252,111110252,,2001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,American Correctional Association,,,,"Correctional Assessment, Casework, and Counseling",,,,American Correctional Association,,,,,Book,,,,http://scholarworks.boisestate.edu/fac_books/125,,[],"[{""id"": 27485, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2001, ""termid"": ""2000/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Walsh, A.']"
27486,111110252,111110252,,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,Allyn and Bacon,,,,Criminology: A Global Perspective,,,,Allyn and Bacon,,,,,Book,,,,http://scholarworks.boisestate.edu/fac_books/250,,[],"[{""id"": 27486, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2000, ""termid"": ""1999/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Ellis, L.', 'Walsh, A.']"
27487,111110252,111110252,,2007.0,,,,,,,,,,,,,,,,,"This unique text offers an interdisciplinary perspective on crime and criminality by integrating the latest theories, concepts, and research from sociology, psychology, and biology. Offering a more complete look at the world of criminology than any other existing text, authors Anthony Walsh and Lee Ellis first present criminological theory and concepts in their traditional form and then show how integrating theory and concepts from the more basic sciences can complement, expand, strengthen, and add coherence to them.",,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,Sage,,,,Criminology: An Interdisciplinary Approach,,,,Sage,,,,,Book,,,,http://scholarworks.boisestate.edu/fac_books/93,,[],"[{""id"": 27487, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2007, ""termid"": ""2006/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Walsh, A.']"
27488,111110252,111110252,,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,9.78141E+12,,,,Criminology: The Essentials,,,,9.78141E+12,,,,,Book,,,,http://scholarworks.boisestate.edu/fac_books/265,,[],"[{""id"": 27488, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2012, ""termid"": ""2011/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Walsh, A.']"
