activityid,facultyid,userid,fields__activity_type,fields__actual_projected_year_of_publication_presentation,fields__author,fields__author_editor_of_larger_work,fields__author_s,fields__author_s_editor_s,fields__book_title,fields__chapter_title,fields__co_contributor,fields__co_contributor_s,fields__conference_location,fields__conference_meeting_name,fields__contributor,fields__contributor_s,fields__copyright_patent_number_id,fields__date,fields__date_or_date_range,fields__date_published,fields__description_abstract,fields__doi,fields__edition,fields__if_patent_cooperation_treaty_list_nations,fields__if_patent_has_been_assigned_to_whom,fields__if_patent_has_been_licensed_to_whom,fields__inventor_s,fields__isbn,fields__isbn_issn,fields__isbn_issn_asin,fields__isbn_issn_asin_number,fields__issn,fields__issn_isbn,fields__issue,fields__issue_number,fields__issue_number_edition,fields__journal,fields__location_of_publisher_city_state_country,fields__month,fields__month_season,fields__name_of_conference,fields__name_of_performing_group,fields__name_of_venue,fields__name_of_venue_sponsor,fields__organization_if_applicable,fields__origin,fields__outlet_if_applicable,fields__page_number_or_number_of_pages,fields__page_numbers,fields__page_numbers_of_number_of_pages,fields__page_numbers_or_number_of_pages,fields__patent_nationality,fields__presenter_s,fields__publisher,fields__publisher_location,fields__pubmed_central_id_number,fields__sponsoring_organization,fields__title,fields__title_of_contribution,fields__title_of_contribution_if_applicable,fields__title_of_intellectual_property,fields__title_of_larger_work,fields__title_of_larger_work_if_applicable,fields__title_of_presentation,fields__title_of_review,fields__title_of_work,fields__type,fields__url,fields__venue_sponsor_location_city_state_country,fields__volume,fields__web_address,fields__work_exhibit_title,attachments,status,authors
53475,114109524,114109524,,2020.0,,,,,"Writer’s Stories in Motion: Healing, Joy, and Triumph","“Mountain Biking, Writing, and Reckoning”",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,,,,,,Peter Lang,,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 53475, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2020, ""termid"": ""2020/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Boggs, K. G.']"
53478,114109524,114109524,,2023.0,,"Jenn Fishman, Romeo García, and Lauren Rosenberg",,,"Community Listening: Stories, Hauntings, and Possibilities",“The Public Art of Listening: Relational Accountability and Rhetorical Listening in The Painted Desert Project”,,,,,,,,,,,,10.37514/PER-B.2025.2531.2.04,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,,,,,,"Perspectives on Writing series for the WAC Clearinghouse, University Press of Colorado",,,,,,,,,,,,,Chapter,,,,https://wac.colostate.edu/books/perspectives/listening/,,"[{""attachmentid"": 45097, ""mimetype"": ""application/pdf"", ""filename"": ""Boggs CV_working.pdf"", ""downloadurl"": ""https://faculty180.interfolio.com/public/download.php?key=SDRwNCtxSUpsamxBQ213WS9ucHFuOXdEckhSTndUMEU1ZEl3S1FYNlk1UTRFRytxRHVPV3RGeEM1UlkwREhVeW1KUlhWN2tRSzlqbzBlMklsd0tjbzdsVVArcnQrUjdsakZ2VkFrTE5hZVVlelJHb3pZVmNwU29odjREQ3YxTzA%3D"", ""filesize"": 268195}]","[{""id"": 53478, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2025, ""termid"": ""2024/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 53478, ""status"": ""In Progress"", ""term"": ""Spring"", ""year"": 2021, ""termid"": ""2020/03"", ""listingorder"": 1, ""completionorder"": 1}, {""id"": 53478, ""status"": ""In Progress"", ""term"": ""Summer"", ""year"": 2020, ""termid"": ""2020/01"", ""listingorder"": 1, ""completionorder"": 1}]","['Boggs, K. G.']"
53582,114058343,114058343,,2020.0,,"D. Scott McCrickard, Michael Jones, Timothy L. Stelter",,,"HCI Outdoors: Theory, Design, Methods and Applications",The Design of Outdoor Technologies for Children,,,,,,,,,,,,9783030452889,Human-Computer Interaction Series,,,,,,,,,,,,,,,,,,,,,,,BibTeX,,,213-227,,,,,Springer International Publishing,,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 53582, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2020, ""termid"": ""2020/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Fails, J. A.', 'Jones, M.']"
53633,111643645,111643645,,2020.0,,,,,Transforming institutions: Accelerating systemic change in higher education,Driving change: Using the CACAO framework in an institutional change project.,,,,,,,,,,,,,http://openbooks.library.umass.edu/ascnti2020/chapter/earl-etal/,,,,,,,,,,,,,,,,,,,,,,,Manual,,,open books,,,,,Pressbooks,,,,,,,,,,,,,Chapter,,,,http://openbooks.library.umass.edu/ascnti2020/chapter/earl-etal/,,[],"[{""id"": 53633, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2020, ""termid"": ""2019/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Moll Ph.D., A.', 'Shadle, S. E.', 'Landrum, R. E. E.', 'Roark, A. P.', 'Viskupic, K.', 'Marker, A. W.', 'Britnee, E.']"
53666,111643688,111643688,,2021.0,,,,,Encounter: An Anthology,Encounter,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,Manual,,,,,,,,Parlor Press,,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 53666, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2022, ""termid"": ""2021/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 53666, ""status"": ""Accepted"", ""term"": ""Spring"", ""year"": 2021, ""termid"": ""2020/03"", ""listingorder"": 4, ""completionorder"": 4}]","['Corless-Smith, M.']"
53667,111643688,111643688,,2021.0,,,,,,Norma Cole's Fate News: The essemtial truths of poetry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,,,,,,,,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 53667, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2023, ""termid"": ""2022/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 53667, ""status"": ""Accepted"", ""term"": ""Spring"", ""year"": 2022, ""termid"": ""2021/03"", ""listingorder"": 4, ""completionorder"": 4}, {""id"": 53667, ""status"": ""In Progress"", ""term"": ""Summer"", ""year"": 2021, ""termid"": ""2021/01"", ""listingorder"": 1, ""completionorder"": 1}]","['Corless-Smith, M.']"
53683,111702722,111702722,,2020.0,,Christian Constanda,,,Computational and Analytic Methods in Science and Engineering,Error analysis and the role of permutation in dynamic iteration schemes,,,,,,,,,,,,978-3-030-48186-5,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,239-256,,,,,Birkhäuser/Springer,Springer Nature Switzerland AG,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 53683, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2020, ""termid"": ""2020/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Zubik-Kowal, B.']"
53685,111669855,111669855,,2020.0,,,,,Confronting academic mobbing in higher education: Personal accounts and administrative action ,The role of passive evil in perpetuating downward academic mobbing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,44-67,,,,,IGI Global,"Hershey, PA",,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 53685, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2020, ""termid"": ""2019/03"", ""listingorder"": 6, ""completionorder"": 6}]","['McDonald, T. W.', 'Begic, S.', 'Landrum, R. E. E.']"
53705,112184269,112184269,,2021.0,,,,,"Educating English Teachers: From novice to expert, international perspectives on the professional development of English Teachers",Sustaining Professional Learning for Sustainable Rural Contexts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,,,,,,Routledge / International Federation for Teachers of English,,,,,,,,,,,,,Chapter,,,,,,"[{""attachmentid"": 29156, ""mimetype"": ""application/vnd.openxmlformats-officedocument.wordprocessingml.document"", ""filename"": ""Fredricksen and Baker IFTE Chapter.docx"", ""downloadurl"": ""https://faculty180.interfolio.com/public/download.php?key=SDRwNCtxSUpsamxBQ213WS9ucHFuOXdEckhSTndUMEU1ZEl3S1FYNlk1UTRFRytxRHVPV3RGeEM1UlkwREhVeUhJRXRBWEhMK1hsUmdsTlZjLzQ4M1ZHN1lTcGNVNWZNQk9MK01sckNuNnBscktwYzZVbnBGZjZsN2V5dHBTNms2RWZJNHlLSU5mczRDYmorTVdBRG5YeXhUZmw0M2x0cQ%3D%3D"", ""filesize"": 37565}, {""attachmentid"": 29157, ""mimetype"": ""application/vnd.openxmlformats-officedocument.wordprocessingml.document"", ""filename"": ""IFTE call for Book Chapter Proposals.docx"", ""downloadurl"": ""https://faculty180.interfolio.com/public/download.php?key=SDRwNCtxSUpsamxBQ213WS9ucHFuOXdEckhSTndUMEU1ZEl3S1FYNlk1UTRFRytxRHVPV3RGeEM1UlkwREhVeUhJRXRBWEhMK1hsUmdsTlZjLzQ4M2VUeWlBZVhrSkZnd2Q4c0FyZ1ptMEJGSWNlSG5xWDJ2QmFYaFR5bXhBeDJVNnNzVGkzY04ySXdiMnhuN3JqeWlnSzIvcytYQjB1dw%3D%3D"", ""filesize"": 18779}]","[{""id"": 53705, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2022, ""termid"": ""2021/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 53705, ""status"": ""Accepted"", ""term"": ""Spring"", ""year"": 2021, ""termid"": ""2020/03"", ""listingorder"": 4, ""completionorder"": 4}]","['Fredricksen, J. E.', 'Baker, T.']"
53749,111669855,111669855,,2019.0,,,,,Confronting academic mobbing in higher education: Personal accounts and administrative action,The role of passive evil in perpetuating downward academic mobbing,,,,,,,,,,,, ISBN-13: 978-1522594857 ,,,,,,doi:10.4018/978-1-5225-9485-7.ch003,,,,,,,,,,,,,,,,,,Manual,,,44-67,,,,,IGI Global,"Hershey, PA",,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 53749, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2019, ""termid"": ""2019/02"", ""listingorder"": 6, ""completionorder"": 6}]","['McDonald, T. W.', 'Begic, S.', 'Landrum, R. E.']"
53783,113171158,113171158,,2023.0,,"Nadesan, M., Keahey, J., Pasqualetti, M.",,,Energy Democracies for Sustainable Futures,Lessons from Electric Coopertives: Evolving Participatory Governance Practices,,,,,,,,,,,,https://doi.org/10.1016/B978-0-12-822796-1.00015-2,,,,,,9780128227961,,,,,,,,,,,,,,,,,,Manual,,,143-149,,,,,Elsevier,,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 53783, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2022, ""termid"": ""2022/02"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 53783, ""status"": ""In Press"", ""term"": ""Spring"", ""year"": 2022, ""termid"": ""2021/03"", ""listingorder"": 5, ""completionorder"": 5}, {""id"": 53783, ""status"": ""In Press"", ""term"": ""Spring"", ""year"": 2021, ""termid"": ""2020/03"", ""listingorder"": 5, ""completionorder"": 5}, {""id"": 53783, ""status"": ""Accepted"", ""term"": ""Fall"", ""year"": 2020, ""termid"": ""2020/02"", ""listingorder"": 4, ""completionorder"": 4}]","['Lenhart, S.']"
53843,111640423,111640423,,2020.0,,Dan Ingersoll and Mario D. Carelli,,,Handbook of Small Modular Reactors,Small Modular Reactor (SMR) Adoption: Opportunities and Challenges for Emerging Markets,,,,,,,,,,,,9780128239162,2nd edition,,,,,,,,,,,,,,,,,,,,,,,Manual,,,,,,,,Elsevier,Amsterdam,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 53843, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2020, ""termid"": ""2020/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Araujo, K. M.', 'Shropshire, D.', 'Black, G. A.']"
53920,113161450,113161450,,2020.0,,Keith Moser and Ananta Ch. Sukla,,,Imagination and  Art: Explorations in Contemporary Theory,“Imagination and Gender: Shahrnush Parsipur’s Women Without Men.” ,,,,,,,,,,,,978-90-04-43516-2,1,,,,,,,,,,,,,,,,,,,,,,,Manual,,,810,,,,,Brill | Rodopi,"Leiden (The Netherlands), Boston (USA), Paderborn (GER), Singapore (SG) and Beijing (CN)",,,,,,,,,,,,Chapter,,,1,,,[],"[{""id"": 53920, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2020, ""termid"": ""2019/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Mukherjee, R.']"
53926,114133843,114133843,,2022.0,,"Chad Iwertz Duffy, Erin Kathleen Bahl, and Christa Testen",,,Methods for Emerging Researchers in Rhetoric and Composition.,Crafting Research Validity in Light of Nonhuman Agents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,,,,,,SOUTHERN ILLINOIS UNIVERSITY PRESS,"Carbondale, IL",,,,,,,,,,,,Chapter,,,,,,"[{""attachmentid"": 29588, ""mimetype"": ""application/vnd.openxmlformats-officedocument.wordprocessingml.document"", ""filename"": ""Huntsman Book Chapter Research Methods.docx"", ""downloadurl"": ""https://faculty180.interfolio.com/public/download.php?key=SDRwNCtxSUpsamxBQ213WS9ucHFuOXdEckhSTndUMEU1ZEl3S1FYNlk1UTRFRytxRHVPV3RGeEM1UlkwREhVeW1KUlhWN2tRSzlpZzV2eUVtQ1V0bWtLT0t2VzJseXNCV1p0N0d2TGpXb0VQcDJmWnlmeWpBWEs1eDBFSFJ5NEJkRDYrbGNadG11cHJMT3VEWjh3T2J6aExaUlNPQ1k3QQ%3D%3D"", ""filesize"": 45361}]","[{""id"": 53926, ""status"": ""Accepted"", ""term"": ""Spring"", ""year"": 2021, ""termid"": ""2020/03"", ""listingorder"": 4, ""completionorder"": 4}]","['Huntsman, S.']"
53982,113083482,113083482,,2020.0,,"Anderson J., Li Y.",,,Integrated Approaches to STEM Education. Advances in STEM Education.,Developing US Elementary Students’ STEM Practices and Concepts in an Afterschool Integrated STEM Project,,,,,,,,,,,,,,,,,,https://doi-org.libproxy.boisestate.edu/10.1007/978-3-030-52229-2_12,,,,,,,,,,,,,,,,,,Manual,,,,,,,,"Springer, Cham.",,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 53982, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2020, ""termid"": ""2020/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Chittoori, B.', 'Baek, Y.', 'Swanson, S.', 'Yang, D.', 'Ching, Y. H.', 'Wang, S.']"
53984,111110174,111110174,,2022.0,,Ali Dagheghi and others,,,Research Trends in Contemporary Logic,Symmetric computation revisited,,,,,,,,,,,"This is an article on a revision of the system of set/class theory described by the author in an earlier publication.  It contains substantial new results:  the revised theory is quite different.

I describe this as accepted on the basis of conversation with the editor and a positive referees report, but the process of bringing this volume out seems to be disrupted by the pandemic.

Writing in Spring 2022, this has officially been confirmed as accepted.",,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,,,,,,College Publications (London),,,,,,,,,,,,,Chapter,,,,,,"[{""attachmentid"": 29679, ""mimetype"": ""application/pdf"", ""filename"": ""symmetryrevisited.pdf"", ""downloadurl"": ""https://faculty180.interfolio.com/public/download.php?key=SDRwNCtxSUpsamxBQ213WS9ucHFuOXdEckhSTndUMEU1ZEl3S1FYNlk1UTRFRytxRHVPV3RGeEM1UlkwREhVeVNhTzlHZUsyQUsxNTNTNVJMRmdydTZ1L1h4dHRIZWpsQVR1WDZMZzAxK3NPa3I0VXV0c1ZTM3VydEErQThhTHk%3D"", ""filesize"": 194269}]","[{""id"": 53984, ""status"": ""Accepted"", ""term"": ""Fall"", ""year"": 2021, ""termid"": ""2021/02"", ""listingorder"": 4, ""completionorder"": 4}]","['Holmes, M. R.']"
53985,111643332,111643332,,2022.0,,Wyn Kelley and Christopher Ohge,,,Companion to Herman Melville,"Books and Marginalia, Real and Virtual",,,,,,,,,,,"The growth and dispersal of Melville’s library and the roles of books and reading in his intellectual and creative experience have occupied a prominent place in Melville scholarship since the pioneering work of Merton M. Sealts, Jr., from the 1940s through the 1990s, and of Wilson Walker Cowen in the 1960s. In the present century, the work of tracking and documenting the recovery of Melville’s books, and of electronically editing his marginalia in surviving volumes, is carried on at Melville’s Marginalia Online. Whereas many important volumes owned by Melville remain lost, copies marked and annotated in his hand continue to resurface, with sporadic impacts of new evidence on scholarship devoted to this thought and craft. Current advancements in digital technology assist and expand our comprehension of old and new evidence, offering significant opportunities for the study of Melville’s reading life.",,2nd,,,,,,,,,,,,,,,,,,,,,,,Manual,,,,,,,,Wiley-Blackwell,New York,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 53985, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2022, ""termid"": ""2021/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 53985, ""status"": ""In Press"", ""term"": ""Fall"", ""year"": 2021, ""termid"": ""2021/02"", ""listingorder"": 5, ""completionorder"": 5}]","['Olsen-Smith, S. S.']"
53989,111116629,111116629,,2022.0,, Patricia Pender and Rosalind Smith,,,The Palgrave Encyclopedia of Early Modern Women's Writing,Early Modern Polish Women Writers,,,,,,,,,,,"Article solicited for:
The Palgrave Encyclopedia of Early Modern Women's Writing, edited by  Patricia Pender and Rosalind Smith. The encyclopedia will include over 350 entries organized into 20 thematic and historical sections, for a total of 1-1.5 million words. The encyclopedia will be born digital, though eventually there is also going to be a print version. With this e-mail, we officially invite you to be an author for the following topic(s):
Please Submit: »Early Modern Polish Women Writers« (submission due: December 31, 2021; Author(s): Lubamersky, L.*)",,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,,,,,,,,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 53989, ""status"": ""In Progress"", ""term"": ""Fall"", ""year"": 2021, ""termid"": ""2021/02"", ""listingorder"": 1, ""completionorder"": 1}]","['Lubamersky, L. T.']"
53994,112003792,112003792,,2020.0,,"K. White, A. Beach, N. Finkelstein, C. Henderson, S. Simkins, L. Slakey, M. Stains, G. Weaver, L Whitehead",,,Transforming Institutions: Accelerating systemic change in higher education,Driving change: Using the CACAO framework in an institutional change project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,,,,,,Pressbooks,,,,,,,,,,,,,Chapter,,,,http://openbooks.library.umass.edu/ascnti2020/chapter/earl-etal/,,[],"[{""id"": 53994, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2020, ""termid"": ""2020/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Earle, B.', 'Viskupic, K.', 'Marker, A. W.', 'Moll, A.', 'Roark, A. P.', 'Landrum, R. E. E.', 'Shadle, S. E.']"
54151,114105910,114105910,,2021.0,,"G.R. Ferris, P.L Perrewe, A. Akande",,,"Emerging trends in global organizational science phenomena: critical roles of politics, leadership, stress, and context",Thirty years and growing: Review and identification of theory/research challenges in perceptions of organizational politics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,111-148,,,,,,,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 54151, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2021, ""termid"": ""2020/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 54151, ""status"": ""Accepted"", ""term"": ""Spring"", ""year"": 2020, ""termid"": ""2019/03"", ""listingorder"": 4, ""completionorder"": 4}]","['Maher, L. P.', 'Jordan, S. L.', 'Ejaz, A.', 'Hochwarter, W. A.', 'Ferris, G. R.']"
54159,111116629,111116629,,2022.0,,Bozena Shallcross,,,The Jewish Inn: From Architecture to Phantasm ,"""The Innkeeper's Wife: Jewish Working Women in Poland-Lithuania during the 18th Century""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,,,,,,University of Chicago Press,"Chicago, Illinois",,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 54159, ""status"": ""In Progress"", ""term"": ""Spring"", ""year"": 2021, ""termid"": ""2020/03"", ""listingorder"": 1, ""completionorder"": 1}]","['Lubamersky, L. T.']"
54276,114088575,114088575,,2021.0,,,,,Oregon Blue Book,"Oregon's Environments, Oregon's Peoples",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,,,,,,,,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 54276, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2021, ""termid"": ""2020/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Reinhardt, R. H.']"
54314,113116789,113116789,,2020.0,,,,,Populism and its Limits: After Articulation,Beyond Reason: The Subject of Desire and Enjoyment in Populism ,,,,,,,,,,,"In this article the authors use the current surge of populist fervor in many parts of the world as an occasion to rethink some dominant views in contemporary Critical Theory about populism and the structure of society.  Engaging Freudian and Lacanian psychoanalysis, Hegelian and Husserlian phenomenology, and debates between Ernesto Laclau and Slavoj Zizek, the authors argue for a more fundamental role for agonal acts of desire and enjoyment over contracts of reason in the prevailing theories of society and populism.  Focusing on the subject of desire in this way helps understand the play of ideologies in our times as heavily marked by signs of embodiment and temporality and arranged around unconscious enjoyment or jouissance.",9789389449556,Hardback,,,,,,,,,,,,,,,,,,,,,,,Manual,,,99-124,,,,,Bloomsbury ,India,,,,,,,,,,,,Chapter,,,,https://www.bloomsbury.com/us/populism-and-its-limits-9789389449556/,,[],"[{""id"": 54314, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2020, ""termid"": ""2019/03"", ""listingorder"": 6, ""completionorder"": 6}]",[]
54466,113118296,113118296,,2020.0,,"Anderson J., Li Y.",,,Integrated Approaches to STEM Education. Advances in STEM Education.,Developing US Elementary Students’ STEM Practices and Concepts in an Afterschool Integrated STEM Project,,,,,,,,,,,,,,,,,,https://doi-org.libproxy.boisestate.edu/10.1007/978-3-030-52229-2_12,,,,,,,,,,,,,,,,,,Manual,,,,,,,,"Springer, Cham.",,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 54466, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2020, ""termid"": ""2020/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Chittoori, B.', 'Baek, Y.', 'Swanson, S.', 'Yang, D.', 'Ching, Y. H.', 'Wang, S.']"
54495,114081229,114081229,,2020.0,,,,,Sage handbook on evolutionary psychology,Evolution and Punishment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,,,,,,,,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 54495, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2020, ""termid"": ""2019/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 54495, ""status"": ""In Press"", ""term"": ""Fall"", ""year"": 2019, ""termid"": ""2019/02"", ""listingorder"": 5, ""completionorder"": 5}, {""id"": 54495, ""status"": ""In Press"", ""term"": ""Spring"", ""year"": 2019, ""termid"": ""2018/03"", ""listingorder"": 5, ""completionorder"": 5}, {""id"": 54495, ""status"": ""In Progress"", ""term"": ""Fall"", ""year"": 2018, ""termid"": ""2018/02"", ""listingorder"": 1, ""completionorder"": 1}]","['Jorgensen, C.', 'Walsh, A.', 'Wells, J.']"
54559,111110143,111110143,,2021.0,,,,,Global Plant Invaders,Invasion of Plant Communities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,,,,,,,,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 54559, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2024, ""termid"": ""2023/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 54559, ""status"": ""Submitted"", ""term"": ""Spring"", ""year"": 2023, ""termid"": ""2022/03"", ""listingorder"": 2, ""completionorder"": 2}, {""id"": 54559, ""status"": ""Submitted"", ""term"": ""Spring"", ""year"": 2022, ""termid"": ""2021/03"", ""listingorder"": 2, ""completionorder"": 2}, {""id"": 54559, ""status"": ""Submitted"", ""term"": ""Spring"", ""year"": 2021, ""termid"": ""2020/03"", ""listingorder"": 2, ""completionorder"": 2}, {""id"": 54559, ""status"": ""Submitted"", ""term"": ""Summer"", ""year"": 2019, ""termid"": ""2019/01"", ""listingorder"": 2, ""completionorder"": 2}]","['Young, S.', 'Kimball, S.', 'Novak PhD, S. J.']"
54619,111110323,111110323,,2020.0,,,,,Transforming institutions: Accelerating systemic change in higher education,Driving change: Using the CACAO framework in an institutional change project.,,,,,,,,,,,,,http://openbooks.library.umass.edu/ascnti2020/chapter/earl-etal/,,,,,,,,,,,,,,,,,,,,,,,Manual,,,open books,,,,,Pressbooks,,,,,,,,,,,,,Chapter,,,,http://openbooks.library.umass.edu/ascnti2020/chapter/earl-etal/,,[],"[{""id"": 54619, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2020, ""termid"": ""2019/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Moll Ph.D., A.', 'Shadle, S. E.', 'Landrum, R. E. E.', 'Roark, A. P.', 'Viskupic, K.', 'Marker, A. W.', 'Britnee, E.']"
54620,111110323,111110323,,2020.0,,,,,Confronting academic mobbing in higher education: Personal accounts and administrative action ,The role of passive evil in perpetuating downward academic mobbing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,44-67,,,,,IGI Global,"Hershey, PA",,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 54620, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2020, ""termid"": ""2019/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Landrum, R. E. E.', 'Begic, S.', 'McDonald, T. W.']"
54621,111110323,111110323,,2020.0,,"K. White, A. Beach, N. Finkelstein, C. Henderson, S. Simkins, L. Slakey, M. Stains, G. Weaver, L Whitehead",,,Transforming Institutions: Accelerating systemic change in higher education,Driving change: Using the CACAO framework in an institutional change project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,,,,,,Pressbooks,,,,,,,,,,,,,Chapter,,,,http://openbooks.library.umass.edu/ascnti2020/chapter/earl-etal/,,[],"[{""id"": 54621, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2020, ""termid"": ""2020/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Shadle, S. E.', 'Landrum, R. E. E.', 'Roark, A. P.', 'Moll, A.', 'Marker, A. W.', 'Viskupic, K.', 'Earle, B.']"
54624,114108862,114108862,,2020.0,,"N. Cossa, J. J. Araujo, A. Babino, & R. D. Johnson",,,Building Bridges with and for Literacy: The 42nd Association of Literacy Educators and Researchers Yearbook,Using think-alouds to support and enhance English Language Learners’ comprehension of multimodal texts,,,,,,,,,,,,978-1-883604-09-7,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,125-142,,,,,Association of Literacy Educators and Researchers,,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 54624, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2020, ""termid"": ""2020/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Guo, D.', 'Son, E.', 'Wright, K. L.']"
54627,111643645,111643645,,2020.0,,"K. White, A. Beach, N. Finkelstein, C. Henderson, S. Simkins, L. Slakey, M. Stains, G. Weaver, L Whitehead",,,Transforming Institutions: Accelerating systemic change in higher education,Driving change: Using the CACAO framework in an institutional change project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,,,,,,Pressbooks,,,,,,,,,,,,,Chapter,,,,http://openbooks.library.umass.edu/ascnti2020/chapter/earl-etal/,,[],"[{""id"": 54627, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2020, ""termid"": ""2020/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Earle, B.', 'Viskupic, K.', 'Marker, A. W.', 'Moll, A.', 'Roark, A. P.', 'Landrum, R. E. E.', 'Shadle, S. E.']"
